TABLE_NAME,COLUMN_NAME
FILIALEN,IPFLICHTFELDERINDIVIDUELL
FILIALEN,FANUMMER
FILIALEN,STEUERNR
FILIALEN,AAANSPRECHPARTNER
FILIALEN,AATELEFON
FILIALEN,AAEMAIL
FILIALEN,KUGSTAMMNR
FILIALEN,ID_BERUFSGENOSSENSCHAFTEN
FILIALEN,DBID_BERUFSGENOSSENSCHAFTEN
FILIALEN,KOSTENTRAEGER
FILIALEN,GLN_NUMMER
FILIALEN,DTKUG100PROZENT
FILIALEN,ID_AUFPREISSTEIGSTAMM
FILIALEN,DBID_AUFPREISSTEIGSTAMM
FILIALEN,ILFDNRBN
FILIALEN,BETRIEBSDATENVERAENDERT
FILIALEN,BETRIEBSAUFGABE
FILIALEN,ANSPRECHANREDE
FILIALEN,ANSPRECHNAME
FILIALEN,ANSPRECHTEL
FILIALEN,ANSPRECHFAX
FILIALEN,ANSPRECHEMAIL
FILIALEN,SFRECHNUNG
FILIALEN,GUTNRVON
FILIALEN,GUTNRBIS
FILIALEN,GUTNRLFD
FILIALEN,LOHNKORRIDOR
FILIALEN,ISPERRESTUNDERF
FILIALEN,BETRIEBSDATENABGABEGRUND
FILIALEN,ZUBEHSACHBEAR
FILIALEN,WESTOST
FILIALEN,AAEMAILBLOB
FILIALEN,SAMMELKTO
FILIALEN,BRANCHEPROGST
FILIALEN,INAKTIV
FILIALEN,GESCHAEFTSPAPIER
FILIALEN,LGDEUEVSTART
FILIALEN,LGABMELDUNG
FILIALEN,LGU1PFLICHT
FILIALEN,ABSCHLAGVERRECHKTO
FILIALEN,ABSCHLAGVERBINDKTO
FILIALEN,VORWAHLTELEFON
FILIALEN,SEPAABSENDER
FILIALEN,PFADERGAENZUNG
FILIALEN,GESCHAEFTSPAPIERSEITE2
FILIALEN,ID_BGGEFAHRENTARIF
FILIALEN,DBID_BGGEFAHRENTARIF
FILIALEN,INAKTIVFUERAUSWAHL
FILIALEN,IK_KENNZEICHEN
FILIALEN,MAHNUNGSFORMULAR
FILIALEN,MELDESTATUS
FILIALEN,MELDESTATUSDATUM
FILIALEN,GUID_FEIERTAGSKALENDER
FILIALEN,BESCHBETRIEBSNR
FILIALEN,BUNDESLAND_KST
FILIALEN,DMSBEREICHE
FILIALEN,DMSUNTERLAGEN
FILIALEN,DMSDATEIEN
FILIALEN,DMSARCHIV
FILIALEN,DMSBRIEFE
FILIALEN,DMSSTUNDENZETTEL
FILIALEN,DSBANREDE
FILIALEN,DSBTITEL
FILIALEN,DSBVORNAME
FILIALEN,DSBNACHNAME
FILIALEN,DSBSTRASSE
FILIALEN,DSBPLZ
FILIALEN,DSBORT
FILIALEN,DSBTELEFON
FILIALEN,DSBEMAIL
FILIALEN,DEBITORNR_LANDWEHR
FILIALEN,EVENTANGEBOTSNRVON
FILIALEN,EVENTANGEBOTSNRBIS
FILIALEN,EVENTANGEBOTSNRLFD
FILIALEN,TEMP21
FILIALEN,TEMP22
FILIALEN,NIEDERLASSUNGSLEITER
FILIALEN,IKHKBUCHUNGSKREIS
FILIALEN,PFADDRUCKDAT
FILIALEN,PFADWORDVORLAGE
FILIALEN,OBJEKTNRVON
FILIALEN,OBJEKTNRBIS
FILIALEN,OBJEKTNRLFD
FILIALEN,SUBUNTERNEHMERGUTSCHRIFTVON
FILIALEN,SUBUNTERNEHMERGUTSCHRIFTBIS
FILIALEN,SUBUNTERNEHMERGUTSCHRIFTLFD
FILIALEN,BETRIEBSDATENVERAENDERT_NAME
FILIALEN,BETRIEBSDATENVERAENDERT_ANSCHR
FILIALEN,BETRIEBSDATENVERAENDERT_ANSPR
FILIALEN,BETRIEBSDATENVERAENDERT_INSO
FILIALEN,BETRIEBSDATENVERAENDERT_DATUM
FILIALEN,HAUPTBETRIEB_BA
FILIALEN,MAHNUNGNRVON
FILIALEN,MAHNUNGNRBIS
FILIALEN,MAHNUNGNRLFD
FILIALEN,RECHNUNGSEINGANGNRVON
FILIALEN,RECHNUNGSEINGANGNRBIS
FILIALEN,RECHNUNGSEINGANGNRLFD
FILIALEN,ABRECHNUNG_PRIVATHAUSHALT
FILIALEN,ABZBEZ_GESPERRT
FILIALEN,WIEDERVORLAGEBEDIENER
FILIALEN,DISPONENT_UEBERSTEUERN
FILIALEN,KUGABLEITUNGSNR
FILIALEN,PROSOFT_RECRUITING_APIBASEURL
FILIALEN,PROSOFT_RECRUITING_MANDANTUUID
FILIALEN,USTID
FILIALEN,GESCHF1
FILIALEN,GESCHF2
FILIALEN,GESCHF3
FILIALEN,PARTNERGESELLSCHAFTNR
FILIALEN,BETRIEBSDATENVERAENDERT_RF
FILIALEN,BETRIEBSDATENVERAENDERT_RFERG
FILIALEN,BETRIEBSDATENVERAENDERT_GRUND
FILIALEN,EAU_ANZEIGE_TAG
FILIALEN,HABBNR
FILIALENBERECHT,ID
FILIALENBERECHT,DBID
FILIALENBERECHT,IGST_ANGEMELDET
FILIALENBERECHT,IGST_SICHTBAR
FILIALENBERECHT,IART
FILIALENBERECHT,IBERECHTIGUNG
FILIALENBERECHT,TRFIELD
FILIALENBERECHT,REPL_ID
FILIALENBERECHT,REPL_DATABASE
FILIALENKST,ID
FILIALENKST,DBID
FILIALENKST,IFILIALE
FILIALENKST,IKOSTENST
FILIALENKST,TRFIELD
FILIALENKST,REPL_ID
FILIALENKST,REPL_DATABASE
FILIALENKST,SBEZEICHNUNG
FILIALENKST,IDEAKTIV
FILIALENKST,IERLOESKTO
FILIALENKST_DISPONENTEN,ID
FILIALENKST_DISPONENTEN,DBID
FILIALENKST_DISPONENTEN,TRFIELD
FILIALENKST_DISPONENTEN,REPL_ID
FILIALENKST_DISPONENTEN,REPL_DATABASE
FILIALENKST_DISPONENTEN,ID_FILIALENKST
FILIALENKST_DISPONENTEN,DBID_FILIALENKST
FILIALENKST_DISPONENTEN,DISPONENT
FILIALEN_AUFWANDSKONTEN,ID
FILIALEN_AUFWANDSKONTEN,DBID
FILIALEN_AUFWANDSKONTEN,IFILIALE
FILIALEN_AUFWANDSKONTEN,IKONTO
FILIALEN_AUFWANDSKONTEN,IDEAKTIV
FILIALEN_AUFWANDSKONTEN,IAUTOMATIK
FILIALEN_AUFWANDSKONTEN,SBEZEICHNUNG
FILIALEN_AUFWANDSKONTEN,TRFIELD
FILIALEN_AUFWANDSKONTEN,REPL_ID
FILIALEN_AUFWANDSKONTEN,REPL_DATABASE
FILIALEN_AUFWANDSKONTEN,IDEAKTIVKASSENBUCH
FILIALEN_BESCHBETRIEB,ID
FILIALEN_BESCHBETRIEB,DBID
FILIALEN_BESCHBETRIEB,IFILIALE
FILIALEN_BESCHBETRIEB,BETRIEB
FILIALEN_BESCHBETRIEB,BETRIEBSNUMMER
FILIALEN_BESCHBETRIEB,BEZEICHNUNG
FILIALEN_BESCHBETRIEB,IDEAKTIV
FILIALEN_BESCHBETRIEB,TRFIELD
FILIALEN_BESCHBETRIEB,REPL_ID
FILIALEN_BESCHBETRIEB,REPL_DATABASE
FILIALEN_DATEV,ID
FILIALEN_DATEV,DBID
FILIALEN_DATEV,FILIALENR
FILIALEN_DATEV,BASEURL
FILIALEN_DATEV,OPENIDURL
FILIALEN_DATEV,OPENIDCLIENTID
FILIALEN_DATEV,OPENIDCLIENTSECRET
FILIALEN_DATEV,REFRESHTOKEN
FILIALEN_DATEV,DATEVCLIENTID
FILIALEN_KTRAEGER,ID
FILIALEN_KTRAEGER,DBID
FILIALEN_KTRAEGER,IFILIALE
FILIALEN_KTRAEGER,IKOSTENTRAEGER
FILIALEN_KTRAEGER,SBEZEICHNUNG
FILIALEN_KTRAEGER,IDEAKTIV
FILIALEN_KTRAEGER,TRFIELD
FILIALEN_KTRAEGER,REPL_ID
FILIALEN_KTRAEGER,REPL_DATABASE
FILIAL_VORLAGEN,ID
FILIAL_VORLAGEN,DBID
FILIAL_VORLAGEN,LFDNR
FILIAL_VORLAGEN,BEDIENER
FILIAL_VORLAGEN,BEREICH
FILIAL_VORLAGEN,BEZEICHNUNG
FILIAL_VORLAGEN,BEDINGUNG
FILIAL_VORLAGEN,TRFIELD
FILIAL_VORLAGEN,REPL_ID
FILIAL_VORLAGEN,REPL_DATABASE
FILIAL_VORLAGEN,FILBANK
FILIAL_VORLAGEN,BANKNAME
FILIAL_VORLAGEN,FIBU_MAND_NR
FILIAL_VORLAGEN,BANK_SCHL
FILPLZGEBIETE,ID
FILPLZGEBIETE,DATABASE_ID
FILPLZGEBIETE,FILNR
FILPLZGEBIETE,VONPLZ
FILPLZGEBIETE,BISPLZ
FILPLZGEBIETE,TRFIELD
FILPLZGEBIETE,REPL_ID
FILPLZGEBIETE,REPL_DATABASE
FOERDERGRUND,ID
FOERDERGRUND,DBID
FOERDERGRUND,TEXT
FOERDERGRUND,TRFIELD
FOERDERGRUND,REPL_ID
FOERDERGRUND,REPL_DATABASE
FOERDERUNGEN,ID
FOERDERUNGEN,DBID
FOERDERUNGEN,PERSONALNR
FOERDERUNGEN,ANTRAGSDATUM
FOERDERUNGEN,GESCHST
FOERDERUNGEN,ANLAGEBEDIENER
FOERDERUNGEN,ANLAGEDATUM
FOERDERUNGEN,AAANSPRECHPARTNER
FOERDERUNGEN,AATELEFON
FOERDERUNGEN,AAEMAIL
FOERDERUNGEN,CKUNDENNRARBAMT
FOERDERUNGEN,EINSATZORTE
FOERDERUNGEN,TAETIGKEITEN
FOERDERUNGEN,ARTFOERDERUNGKURZ
FOERDERUNGEN,ARTFOERDERUNG
FOERDERUNGEN,BEMERKUNG
FOERDERUNGEN,BEWILLIGTDATUM
FOERDERUNGEN,FOERDERBEGINN
FOERDERUNGEN,FOERDERENDE
FOERDERUNGEN,FOERDERPROZENT
FOERDERUNGEN,BEWILLIGUNGBEMERKUNG
FOERDERUNGEN,ABSAGEDATUM
FOERDERUNGEN,ABSAGEBEMERKUNG
FOERDERUNGEN,BEWILLIGT
FOERDERUNGEN,ABGELEHNT
FOERDERUNGEN,KARENZENDE
FOERDERUNGEN,TRFIELD
FOERDERUNGEN,REPL_ID
FOERDERUNGEN,REPL_DATABASE
FOERDERUNGEN,FOERDERBETRAG
FOERDERUNGEN,PERSKONT_LFDNR
FOERDERUNGEN,SOZIALMELDUNG
FOERDERUNGEN,SOZIALMELDUNGSTATUS
FOERDERUNGEN,WBESCHERKL
FOERDERUNGEN,WBESCHERKLSTATUS
FOERDERUNGEN,SCHLUSSERKLAERUNG
FOERDERUNGEN,SCHLUSSERKLAERUNGSTATUS
FOERDERUNGEN,AAEMAILBLOB
FOERDERUNGSARTEN,ID
FOERDERUNGSARTEN,DBID
FOERDERUNGSARTEN,KURZTEXT
FOERDERUNGSARTEN,LANGTEXT
FOERDERUNGSARTEN,TRFIELD
FOERDERUNGSARTEN,REPL_ID
FOERDERUNGSARTEN,REPL_DATABASE
FORMSETTING,ID
FORMSETTING,DBID
FORMSETTING,FORMNAME
FORMSETTING,CONTROLNAME
FORMSETTING,KIND
FORMSETTING,TRFIELD
FORMSETTING,REPL_ID
FORMSETTING,REPL_DATABASE
FPKONTEN,JAHR
FPKONTEN,KFZKENNZEICHEN
FPKONTEN,KOSTART
FPKONTEN,PLAN01
FPKONTEN,PLAN02
FPKONTEN,PLAN03
FPKONTEN,PLAN04
FPKONTEN,PLAN05
FPKONTEN,PLAN06
FPKONTEN,PLAN07
FPKONTEN,PLAN08
FPKONTEN,PLAN09
FPKONTEN,PLAN10
FPKONTEN,PLAN11
FPKONTEN,PLAN12
FPKONTEN,PLANGESAMT
FPKONTEN,SIST01
FPKONTEN,SIST02
FPKONTEN,SIST03
FPKONTEN,SIST04
FPKONTEN,SIST05
FPKONTEN,SIST06
FPKONTEN,SIST07
FPKONTEN,SIST08
FPKONTEN,SIST09
FPKONTEN,SIST10
FPKONTEN,SIST11
FPKONTEN,SIST12
FPKONTEN,SISTGESAMT
FPKONTEN,HIST01
FPKONTEN,HIST02
FPKONTEN,HIST03
FPKONTEN,HIST04
FPKONTEN,HIST05
FPKONTEN,HIST06
FPKONTEN,HIST07
FPKONTEN,HIST08
FPKONTEN,HIST09
FPKONTEN,HIST10
FPKONTEN,HIST11
FPKONTEN,HIST12
FPKONTEN,HISTGESAMT
FPKONTEN,SALDO01
FPKONTEN,SALDO02
FPKONTEN,SALDO03
FPKONTEN,SALDO04
FPKONTEN,SALDO05
FPKONTEN,SALDO06
FPKONTEN,SALDO07
FPKONTEN,SALDO08
FPKONTEN,SALDO09
FPKONTEN,SALDO10
FPKONTEN,SALDO11
FPKONTEN,SALDO12
FPKONTEN,SALDOGESAMT
FPKONTEN,TRFIELD
FPKONTEN,REPL_ID
FPKONTEN,REPL_DATABASE
FREMDAIDA,BA
FREMDAIDA,BANUM
FREMDAIDA,BUCHUNGSDATUM
FREMDAIDA,RECHNDATUM
FREMDAIDA,RECHNNR
FREMDAIDA,KUNDENNR
FREMDAIDA,DEBITORKTO
FREMDAIDA,AUFTRNR
FREMDAIDA,GEGENKTO
FREMDAIDA,VON
FREMDAIDA,BIS
FREMDAIDA,KOSTSTKZ
FREMDAIDA,MWSTSL
FREMDAIDA,MWSTPROZ
FREMDAIDA,WC
FREMDAIDA,WCTEXT
FREMDAIDA,NETTO
FREMDAIDA,MWST
FREMDAIDA,BRUTTO
FREMDAIDA,KZSH
FREMDAIDA,BRUTTOWC2
FREMDAIDA,MWSTWC2
FREMDAIDA,NETTOWC2
FREMDAIDA,KOSTST
FREMDAIDA,TEXTK
FREMDAIDA,VALUTA
FREMDAIDA,ZABEDTAG1
FREMDAIDA,ZABEDSKTO1
FREMDAIDA,ZABEDTAG2
FREMDAIDA,ZABEDSKTO2
FREMDAIDA,ZABEDNETTO
FREMDAIDA,BEDIENER
FREMDAIDA,FEHLKZ
FREMDAIDA,FTEXT
FREMDAIDA,P1
FREMDAIDA,TRFIELD
FREMDAIDA,REPL_ID
FREMDAIDA,REPL_DATABASE
FREMDAIDA,IMPORTNR
FREMDAIDA,ALTERECHNUGSNR
FREMDAIDAERW,LFDNR
FREMDAIDAERW,BA
FREMDAIDAERW,BANUM
FREMDAIDAERW,BUCHUNGSDATUM
FREMDAIDAERW,RECHNDATUM
FREMDAIDAERW,RECHNNR
FREMDAIDAERW,AUFTRNR
FREMDAIDAERW,KUNDENNR
FREMDAIDAERW,KSTATUS
FREMDAIDAERW,KONTONR
FREMDAIDAERW,GEGENKTO
FREMDAIDAERW,VTBUCH
FREMDAIDAERW,KZSH
FREMDAIDAERW,WC
FREMDAIDAERW,WCTEXT
FREMDAIDAERW,BRUTTO
FREMDAIDAERW,MWSTSL
FREMDAIDAERW,MWSTPROZ
FREMDAIDAERW,MWSTWERT
FREMDAIDAERW,NETTO
FREMDAIDAERW,BRUTTOWC2
FREMDAIDAERW,MWSTWERTWC2
FREMDAIDAERW,NETTOWC2
FREMDAIDAERW,KOSTST
FREMDAIDAERW,KOSTSTKZ
FREMDAIDAERW,TEXTK
FREMDAIDAERW,DEBNAME
FREMDAIDAERW,VALUTA
FREMDAIDAERW,ZABEDTAG1
FREMDAIDAERW,ZABEDSKTO1
FREMDAIDAERW,ZABEDTAG2
FREMDAIDAERW,ZABEDSKTO2
FREMDAIDAERW,ZABEDNETTO
FREMDAIDAERW,BEDIENER
FREMDAIDAERW,FEHLKZ
FREMDAIDAERW,FTEXT
FREMDAIDAERW,VON
FREMDAIDAERW,BIS
FREMDAIDAERW,FOLGEKZ
FREMDAIDAERW,P5
FREMDAIDAERW,IMPORTNR
FREMDAIDAERW,ALTERECHNUGSNR
FREMDAPRO,LFDNR
FREMDAPRO,BA
FREMDAPRO,BANUM
FREMDAPRO,BUCHUNGSDATUM
FREMDAPRO,RECHNDATUM
FREMDAPRO,RECHNNR
FREMDAPRO,AUFTRNR
FREMDAPRO,KUNDENNR
FREMDAPRO,KSTATUS
FREMDAPRO,KONTONR
FREMDAPRO,GEGENKTO
FREMDAPRO,VTBUCH
FREMDAPRO,KZSH
FREMDAPRO,WC
FREMDAPRO,WCTEXT
FREMDAPRO,BRUTTO
FREMDAPRO,MWSTSL
FREMDAPRO,MWSTPROZ
FREMDAPRO,MWSTWERT
FREMDAPRO,NETTO
FREMDAPRO,BRUTTOWC2
FREMDAPRO,MWSTWERTWC2
FREMDAPRO,NETTOWC2
FREMDAPRO,KOSTST
FREMDAPRO,KOSTSTKZ
FREMDAPRO,TEXTK
FREMDAPRO,DEBNAME
FREMDAPRO,VALUTA
FREMDAPRO,ZABEDTAG1
FREMDAPRO,ZABEDSKTO1
FREMDAPRO,ZABEDTAG2
FREMDAPRO,ZABEDSKTO2
FREMDAPRO,ZABEDNETTO
FREMDAPRO,SKONTIERFAEHIG
FREMDAPRO,SKONTIERFAEHIGW2
FREMDAPRO,BEDIENER
FREMDAPRO,FEHLKZ
FREMDAPRO,FTEXT
FREMDAPRO,VON
FREMDAPRO,BIS
FREMDAPRO,FOLGEKZ
FREMDAPRO,P1
FREMDAPRO,P2
FREMDAPRO,P3
FREMDAPRO,P4
FREMDAPRO,P5
FREMDAPRO,ERNTEVE
FREMDAPRO,BUCHUNGSTEXT
FREMDATSOFT,BA
FREMDATSOFT,BANUM
FREMDATSOFT,BUCHUNGSDATUM
FREMDATSOFT,RECHNDATUM
FREMDATSOFT,RECHNNR
FREMDATSOFT,KONTONR
FREMDATSOFT,GEGENKTO
FREMDATSOFT,VTBUCH
FREMDATSOFT,KZSH
FREMDATSOFT,MWSTSL
FREMDATSOFT,MWSTPROZ
FREMDATSOFT,MWSTWERT
FREMDATSOFT,WC
FREMDATSOFT,WCTEXT
FREMDATSOFT,BETRAG
FREMDATSOFT,DEBNAME
FREMDATSOFT,VALUTA
FREMDATSOFT,ZABEDTAG1
FREMDATSOFT,ZABEDSKTO1
FREMDATSOFT,ZABEDTAG2
FREMDATSOFT,ZABEDSKTO2
FREMDATSOFT,ZABEDNETTO
FREMDATSOFT,BEDIENER
FREMDATSOFT,FEHLKZ
FREMDATSOFT,FTEXT
FREMDATSOFT,TRFIELD
FREMDATSOFT,REPL_ID
FREMDATSOFT,REPL_DATABASE
FREMDAV,LFDNR
FREMDAV,BA
FREMDAV,BANUM
FREMDAV,BUCHUNGSDATUM
FREMDAV,RECHNDATUM
FREMDAV,RECHNNR
FREMDAV,AUFTRNR
FREMDAV,KUNDENNR
FREMDAV,KSTATUS
FREMDAV,KONTONR
FREMDAV,GEGENKTO
FREMDAV,VTBUCH
FREMDAV,KZSH
FREMDAV,WC
FREMDAV,WCTEXT
FREMDAV,BRUTTO
FREMDAV,MWSTSL
FREMDAV,MWSTPROZ
FREMDAV,MWSTWERT
FREMDAV,NETTO
FREMDAV,BRUTTOWC2
FREMDAV,MWSTWERTWC2
FREMDAV,NETTOWC2
FREMDAV,KOSTST
FREMDAV,KOSTSTKZ
FREMDAV,TEXTK
FREMDAV,DEBNAME
FREMDAV,VALUTA
FREMDAV,ZABEDTAG1
FREMDAV,ZABEDSKTO1
FREMDAV,ZABEDTAG2
FREMDAV,ZABEDSKTO2
FREMDAV,ZABEDNETTO
FREMDAV,SKONTIERFAEHIG
FREMDAV,SKONTIERFAEHIGW2
FREMDAV,BEDIENER
FREMDAV,FEHLKZ
FREMDAV,FTEXT
FREMDAV,FOLGEKZ
FREMDAV,P1
FREMDAV,P2
FREMDAV,P3
FREMDAV,P4
FREMDAV,P5
FREMDAV,ERNTEVE
FREMDAV,BUCHUNGSTEXT
FREMDAV,IMPORTNR
FREMDBAU,LFDNR
FREMDBAU,BA
FREMDBAU,BANUM
FREMDBAU,BUCHUNGSDATUM
FREMDBAU,RECHNDATUM
FREMDBAU,RECHNNR
FREMDBAU,AUFTRNR
FREMDBAU,KUNDENNR
FREMDBAU,KSTATUS
FREMDBAU,KONTONR
FREMDBAU,GEGENKTO
FREMDBAU,VTBUCH
FREMDBAU,KZSH
FREMDBAU,WC
FREMDBAU,WCTEXT
FREMDBAU,BRUTTO
FREMDBAU,MWSTSL
FREMDBAU,MWSTPROZ
FREMDBAU,MWSTWERT
FREMDBAU,NETTO
FREMDBAU,BRUTTOWC2
FREMDBAU,MWSTWERTWC2
FREMDBAU,NETTOWC2
FREMDBAU,KOSTST
FREMDBAU,KOSTSTKZ
FREMDBAU,TEXTK
FREMDBAU,DEBNAME
FREMDBAU,VALUTA
FREMDBAU,ZABEDTAG1
FREMDBAU,ZABEDSKTO1
FREMDBAU,ZABEDTAG2
FREMDBAU,ZABEDSKTO2
FREMDBAU,ZABEDNETTO
FREMDBAU,SKONTIERFAEHIG
FREMDBAU,SKONTIERFAEHIGW2
FREMDBAU,BEDIENER
FREMDBAU,FEHLKZ
FREMDBAU,FTEXT
FREMDBAU,FOLGEKZ
FREMDBAU,P1
FREMDBAU,P2
FREMDBAU,P3
FREMDBAU,P4
FREMDBAU,P5
FREMDBAU,ERNTEVE
FREMDBAU,BUCHUNGSTEXT
FREMDBAU,IMPORTNR
FREMDDATEN,ID
FREMDDATEN,DBID
FREMDDATEN,XML_ID
FREMDDATEN,XML_DBID
FREMDDATEN,BEZEICHNUNG
FREMDDATEN,BEREICH
FREMDDATEN,TRFIELD
FREMDDATEN,REPL_ID
FREMDDATEN,REPL_DATABASE
FREMDEVITA,LFDNR
FREMDEVITA,BA
FREMDEVITA,BANUM
FREMDEVITA,BUCHUNGSDATUM
FREMDEVITA,RECHNDATUM
FREMDEVITA,RECHNNR
FREMDEVITA,AUFTRNR
FREMDEVITA,KUNDENNR
FREMDEVITA,KSTATUS
FREMDEVITA,KONTONR
FREMDEVITA,GEGENKTO
FREMDEVITA,VTBUCH
FREMDEVITA,KZSH
FREMDEVITA,WC
FREMDEVITA,WCTEXT
FREMDEVITA,BRUTTO
FREMDEVITA,MWSTSL
FREMDEVITA,MWSTPROZ
FREMDEVITA,MWSTWERT
FREMDEVITA,NETTO
FREMDEVITA,BRUTTOWC2
FREMDEVITA,MWSTWERTWC2
FREMDEVITA,NETTOWC2
FREMDEVITA,KOSTST
FREMDEVITA,KOSTSTKZ
FREMDEVITA,TEXTK
FREMDEVITA,DEBNAME
FREMDEVITA,VALUTA
FREMDEVITA,ZABEDTAG1
FREMDEVITA,ZABEDSKTO1
FREMDEVITA,ZABEDTAG2
FREMDEVITA,ZABEDSKTO2
FREMDEVITA,ZABEDNETTO
FREMDEVITA,SKONTIERFAEHIG
FREMDEVITA,SKONTIERFAEHIGW2
FREMDEVITA,TRANSART
FREMDEVITA,ESRTNR
FREMDEVITA,REFERENZ
FREMDEVITA,POSTSCHECK
FREMDEVITA,BANKNUMMER
FREMDEVITA,CLEARINGNR
FREMDEVITA,BNKKONTONR
FREMDEVITA,BEDIENER
FREMDEVITA,FEHLKZ
FREMDEVITA,FTEXT
FREMDEVITA,FOLGEKZ
FREMDEVITA,P1
FREMDEVITA,P2
FREMDEVITA,P3
FREMDEVITA,P4
FREMDEVITA,P5
FREMDEVITA,ERNTEVE
FREMDEVITA,TRFIELD
FREMDEVITA,REPL_ID
FREMDEVITA,REPL_DATABASE
FREMDEVITA,CUSTIDMANDANT
FREMDEVITA,CUSTIDKONTO
FREMDEVITA,CUSTIDGEGENKONTO
FREMDEVITA,CKOSTSTGEGENKTO
FREMDEVITA,BUCHTEXT
FREMDEVITA,IMPORTNR
FREMDEVITA,ALTERECHNUGSNR
FREMDFACT,LFDNR
FREMDFACT,DEBITOR
FREMDFACT,RECHNDATUM
FREMDFACT,RECHNNR
FREMDFACT,BETRAG
FREMDFACT,KZSH
FREMDFACT,FACNAMORT
FREMDFACT,MANDANT
FREMDFACT,MANDTEXT
FREMDFACT,FTEXT
FREMDFACT,KZDRUCK
FREMDFACT,TRFIELD
FREMDFACT,REPL_ID
FREMDFACT,REPL_DATABASE
FREMDFACTO,LFDNR
FREMDFACTO,BA
FREMDFACTO,BANUM
FREMDFACTO,BUCHUNGSDATUM
FREMDFACTO,RECHNDATUM
FREMDFACTO,RECHNNR
FREMDFACTO,AUFTRNR
FREMDFACTO,KUNDENNR
FREMDFACTO,KSTATUS
FREMDFACTO,KONTONR
FREMDFACTO,GEGENKTO
FREMDFACTO,VTBUCH
FREMDFACTO,KZSH
FREMDFACTO,WC
FREMDFACTO,WCTEXT
FREMDFACTO,BRUTTO
FREMDFACTO,MWSTSL
FREMDFACTO,MWSTPROZ
FREMDFACTO,MWSTWERT
FREMDFACTO,NETTO
FREMDFACTO,BRUTTOWC2
FREMDFACTO,MWSTWERTWC2
FREMDFACTO,NETTOWC2
FREMDFACTO,KOSTST
FREMDFACTO,KOSTSTKZ
FREMDFACTO,TEXTK
FREMDFACTO,DEBNAME
FREMDFACTO,VALUTA
FREMDFACTO,ZABEDTAG1
FREMDFACTO,ZABEDSKTO1
FREMDFACTO,ZABEDTAG2
FREMDFACTO,ZABEDSKTO2
FREMDFACTO,ZABEDNETTO
FREMDFACTO,SKONTIERFAEHIG
FREMDFACTO,SKONTIERFAEHIGW2
FREMDFACTO,BEDIENER
FREMDFACTO,FEHLKZ
FREMDFACTO,FTEXT
FREMDFACTO,VON
FREMDFACTO,BIS
FREMDFACTO,FOLGEKZ
FREMDFACTO,P1
FREMDFACTO,P2
FREMDFACTO,P3
FREMDFACTO,P4
FREMDFACTO,P5
FREMDFACTO,ERNTEVE
FREMDFACTO,BUCHUNGSTEXT
FREMDFACTO,IMPORTNR
FREMDIRIS,LFDNR
FREMDIRIS,BA
FREMDIRIS,BANUM
FREMDIRIS,BUCHUNGSDATUM
FREMDIRIS,RECHNDATUM
FREMDIRIS,RECHNNR
FREMDIRIS,AUFTRNR
FREMDIRIS,KUNDENNR
FREMDIRIS,KSTATUS
FREMDIRIS,KONTONR
FREMDIRIS,GEGENKTO
FREMDIRIS,VTBUCH
FREMDIRIS,KZSH
FREMDIRIS,WC
FREMDIRIS,WCTEXT
FREMDIRIS,BRUTTO
FREMDIRIS,MWSTSL
FREMDIRIS,MWSTPROZ
FREMDIRIS,MWSTWERT
FREMDIRIS,NETTO
FREMDIRIS,BRUTTOWC2
FREMDIRIS,MWSTWERTWC2
FREMDIRIS,NETTOWC2
FREMDIRIS,KOSTST
FREMDIRIS,KOSTSTKZ
FREMDIRIS,TEXTK
FREMDIRIS,DEBNAME
FREMDIRIS,VALUTA
FREMDIRIS,ZABEDTAG1
FREMDIRIS,ZABEDSKTO1
FREMDIRIS,ZABEDTAG2
FREMDIRIS,ZABEDSKTO2
FREMDIRIS,ZABEDNETTO
FREMDIRIS,SKONTIERFAEHIG
FREMDIRIS,SKONTIERFAEHIGW2
FREMDIRIS,TRANSART
FREMDIRIS,ESRTNR
FREMDIRIS,REFERENZ
FREMDIRIS,POSTSCHECK
FREMDIRIS,BANKNUMMER
FREMDIRIS,CLEARINGNR
FREMDIRIS,BNKKONTONR
FREMDIRIS,BEDIENER
FREMDIRIS,FEHLKZ
FREMDIRIS,FTEXT
FREMDIRIS,FOLGEKZ
FREMDIRIS,P1
FREMDIRIS,P2
FREMDIRIS,P3
FREMDIRIS,P4
FREMDIRIS,P5
FREMDIRIS,ERNTEVE
FREMDIRIS,TRFIELD
FREMDIRIS,REPL_ID
FREMDIRIS,REPL_DATABASE
FREMDIRIS,CUSTIDMANDANT
FREMDIRIS,CUSTIDKONTO
FREMDIRIS,CUSTIDGEGENKONTO
FREMDIRIS,CKOSTSTGEGENKTO
FREMDIRIS,BUCHTEXT
FREMDIRIS,IMPORTNR
FREMDKB,LFDNR
FREMDKB,BA
FREMDKB,BANUM
FREMDKB,BUCHUNGSDATUM
FREMDKB,RECHNDATUM
FREMDKB,RECHNNR
FREMDKB,AUFTRNR
FREMDKB,KUNDENNR
FREMDKB,KSTATUS
FREMDKB,KONTONR
FREMDKB,GEGENKTO
FREMDKB,VTBUCH
FREMDKB,KZSH
FREMDKB,WC
FREMDKB,WCTEXT
FREMDKB,BRUTTO
FREMDKB,MWSTSL
FREMDKB,MWSTPROZ
